,Artist,Title,spotify_id,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
6321,Regina Belle,You Are Everything,4MKuHMHMjoqXLSgqDmwtY6,0.332,0.576,0.486,0,5,0.147,-7.694,1,0.0551,135.907,0.442,0
6322,Tampa Red,Baby Please Don't,5MaiRmQyUac70Did52ymx9,0.927,0.633,0.324,0.000541,2,0.112,-12.122,1,0.0382,71.67,0.557,0
6323,RIDDLIN' KIDS,Stop The World,1Yt6G8OAuFjVaw6ZsdnOUH,0.000262,0.298,0.936,4.42E-05,4,0.21,-3.142,1,0.0724,144.718,0.766,0
6324,Jonn Serrie,Nostalgia for Infinity,0j0FYcqTBX7LdSc3wAw90R,0.64,0.168,0.321,0.912,11,0.108,-18.731,1,0.0483,128.514,0.032,0
6325,Fontella Bass,I Can't Rest,4XDJoZsJM4iM5ogkzEjh0V,0.49,0.511,0.66,1.67E-06,7,0.627,-5.732,1,0.0381,124.565,0.774,0
6326,Coldplay,Things I Don't Understand,5AeARoYmk0okMRWAlPHLzj,0.000987,0.415,0.95,0.000842,9,0.0424,-6.586,0,0.0589,137.076,0.279,0
6327,Gang Of Four,A Piece Of My Heart,1tlMFgAtWpLxRsVGpaAL6J,0.00271,0.797,0.523,0.0364,9,0.0618,-12.549,1,0.0721,143.677,0.811,0
6328,Leona Naess,Paper Thin,0dYxlrNPfBSF7521remaMG,0.986,0.418,0.0725,0.000385,0,0.109,-17.251,1,0.0351,116.709,0.119,0
6329,Gonzalo Rubalcaba,Principe Nino,22F3aHjGLtjm2lhFHEcOdK,0.631,0.563,0.733,0.788,9,0.116,-6.026,1,0.0292,142.628,0.816,0
6330,Precious Bryant,Blues All Around My Bed,2HZbfDu1ORFnxyUHb0dKpC,0.542,0.578,0.365,0.46,2,0.11,-10.895,1,0.0341,89.084,0.59,0
6331,Galactic,Cafe deClouet,4S3sH05VUL7vSLraC1mfxn,0.581,0.587,0.106,0,5,0.538,-30.861,0,0.884,56.802,0.924,0
6332,Frost,Two of a Kind,5GmHlMBw6byLe68ODFsLGV,0.46,0.577,0.455,0.000943,4,0.095,-11.611,0,0.0324,76.632,0.334,0
6333,The Bronx Horns,The Preacher,0DqUIw4ZDwYXG8nPLfsg3B,0.78,0.675,0.559,0.686,7,0.0351,-7.7,0,0.072,97.225,0.458,0
6334,Robert Palmer,Man Smart Woman Smarter,2TKNoRFYpwhMF5OHgKpxxe,0.098,0.649,0.585,0,2,0.293,-13.494,1,0.043,78.218,0.977,0
6335,The Chieftains,Carolan's Concerto,5hjBnJcYScWIUFas8drNaq,0.978,0.589,0.406,0.484,7,0.118,-11.938,1,0.0348,87.488,0.836,0
6336,Lil Wayne,Fly Talkin',44vyhR5cmJ4cAKcTfUWDBV,0.0772,0.547,0.842,0,1,0.632,-3.944,1,0.322,186.218,0.76,0
6337,Harry Choates,Jole Brun,4ylNLBOd2gInBUzgZemb5B,0.982,0.57,0.498,0.856,1,0.16,-12.045,1,0.056,151.483,0.943,0
6338,Placebo,Every You Every Me (Infected By The Scourge Of The Earth),4BHoTumqk94ZDPVuCpjuJR,5.04E-06,0.416,0.925,0.0583,2,0.538,-5.638,1,0.0472,136.859,0.0678,0
6339,Warrant,Bed Of Roses,14q2jY9n9KY24Onk5QyObf,0.144,0.583,0.896,0,7,0.465,-6.315,1,0.0418,123.326,0.482,0
6340,Studio,Indo,18Es7svOrWTvrqCr8KIpf0,0.274,0.33,0.125,0.932,6,0.371,-44.577,1,0.0318,88.064,0.0395,0
6341,Barbara Lusch,Bonita,70omnsXhpSLqH4wyAMjz5k,0.714,0.709,0.339,0.000432,11,0.2,-13.555,0,0.0342,121.511,0.497,0
6342,You Should Go Ahead,Losing track,0jex9whNAWfRLXq5q5pVUM,0.00131,0.319,0.941,0.000696,1,0.174,-2.504,0,0.0736,143.976,0.489,0
6343,Cocoa Tea,Hurry Up And Come,6ZWOEo9imC90AHrFqiW3UL,0.12,0.8,0.519,0,1,0.153,-11.186,0,0.171,159.931,0.824,0
6344,Chris Camozzi,Sunday In Marin,6WZz5KpjvTW0ZxdFXI8kRf,0.0741,0.55,0.635,0.707,2,0.0387,-10.224,1,0.0385,168.076,0.243,0
6345,Antonio Koudele,TU MIRADA,5GmEFbVm2eE4aDWUOSrrfl,0.867,0.598,0.402,0,9,0.0783,-7.512,1,0.0257,97.099,0.5,0
6346,Tha Liks,Da Da Da Da,4MfeX4SzccyIdDzWYQXcRM,0.0225,0.633,0.844,0,9,0.0786,-5.101,1,0.404,94.268,0.823,0
6347,The Twinkle Brothers,It Gwine Dreada,7b61de9sJR9a2Y9nQONX7a,0.0131,0.903,0.367,2.17E-05,7,0.0367,-13.344,1,0.117,120.496,0.94,0
6348,Murskahumppa,Mua rakastan,0IcQQB2EXLC5gybwW86oXu,0.117,0.212,0.939,0.0968,7,0.0947,-4.312,1,0.069,126.807,0.524,0
6349,Jimmy Johnson,When There's A Will_ There's A Way,1j9xRDZg52RwHDpCngEVqm,0.618,0.588,0.702,0.0129,2,0.133,-12.231,0,0.0355,139.708,0.898,0
6350,Neil Diamond,Brooklyn On A Saturday Night,3TdU4tHuiKVq716XQevQcb,0.0288,0.76,0.265,4.59E-06,0,0.0455,-16.923,1,0.0398,139.421,0.526,0
6351,M,Le Bug (Live 2005),3J4xOsYZkMAGzQ7H3X2soh,0.185,0.816,0.901,0.393,11,0.855,-6.715,1,0.171,119.976,0.165,0
6352,Kingston Trio,Goodnight Irene,3J7P9JBHECGQEkSEcBR08D,0.208,0.489,0.483,3.88E-05,0,0.635,-11.549,1,0.0678,144.352,0.58,0
6353,Be Bop Deluxe,Music In Dreamland,1S7RLmGJAuc4F15tonavSH,0.347,0.424,0.794,0.0145,1,0.642,-7.977,1,0.0514,128.387,0.56,0
6354,Dennis Brown,Ballroom Floor,1MSCeYRKjbJiOoPW4mxEvH,0.00663,0.733,0.528,0,5,0.323,-6.896,0,0.0378,85.787,0.609,0
6355,Josh Mullins,Mom,7CjLGUCr4MLjIStSjLGJfO,0.669,0.513,0.416,0,1,0.433,-12.196,1,0.949,73.891,0.446,0
6356,Peret,Ole Con Ole,7tr6UoPrpNL8UuIjZUZeSg,0.993,0.611,0.505,0.606,4,0.11,-12.012,1,0.0454,109.788,0.683,0
6357,Behemoth,Malice,2nWmguka87Jrbc0jxznbG8,2.24E-05,0.193,0.955,0.894,2,0.299,-5.101,1,0.121,119.568,0.0829,0
6358,Darwin Hobbs,Free,7zyja1IM5jwetBYGZJhxXP,0.182,0.513,0.645,0,1,0.316,-4.688,1,0.0426,140.081,0.328,0
6359,The Forms,Red Gun,6jk0oOPHcQmouoSvOluzhv,0.524,0.747,0.641,0.0276,11,0.113,-8.684,1,0.0275,108.932,0.852,0
6360,Cake,Arco Arena,3OhRW7VpUG9uvHVpETKzGw,0.401,0.701,0.552,0.648,9,0.118,-9.546,0,0.0429,78.949,0.799,0
6361,Messy Marv,Tuck That Sh*t,2WaM7JRL2VkqkXpQcBfOmp,0.0893,0.617,0.74,0,4,0.242,-5.134,0,0.137,79.078,0.663,0
6362,Crucial Conflict,Ride Out Dip,2q93rWTBRHrcRvR0yRCa4Z,0.0324,0.906,0.754,3.21E-05,8,0.0788,-5.857,0,0.0978,147.997,0.962,0
6363,Sophie B. Hawkins,I Want You,5YASR7q0FaLLNUE6yfzRAO,0.604,0.474,0.468,0.0399,11,0.0707,-11.424,1,0.0543,98.443,0.308,0
6364,Pam Thum,See You in the Morning,5deNknuzTGh6olzTfQ4Nha,0.21,0.508,0.438,8.76E-06,1,0.0981,-11.183,1,0.0278,141.178,0.256,0
6365,The Harvard Lampoon Comedians,Hired Security,1J9dHcVQkbfwNUc454nHBb,0.645,0.674,0.467,0,5,0.0999,-8.459,0,0.771,96.192,0.697,0
6366,Anti-Flag,The Gre(A)t Depression,6b6NTw8lJlqJAx0cGVQfR4,0.000348,0.241,0.945,0,11,0.0977,-4.842,1,0.0794,145.871,0.372,0
6367,Yolandita Monge,Cierra Los Ojos Y Juntos Recordemos - Original,03OH8BMAM2mXdtAZVZrJb3,0.614,0.502,0.341,0,1,0.272,-15.37,0,0.043,110.803,0.444,0
6368,Information Society,Slipping Away/Here Is Kazmeyer,4SJ9JxXrpBnVd1FXRifetx,0.0917,0.526,0.428,4.32E-06,9,0.261,-15.124,1,0.0295,89.97,0.206,0
6369,Barbara Fairchild,Comfort Creek,4gpDolFjbUmDfTOPzLl9kW,0.0139,0.574,0.573,5.34E-06,3,0.0821,-10.25,1,0.0322,186.301,0.488,0
6370,Perrey And Kingsley,The Unidentified Flying Object,3JccctYY66FfSyFkd3JcbF,0.178,0.659,0.794,0.76,0,0.541,-11.439,1,0.0395,141.029,0.98,0
6371,Jean Marc Thibault,Fleur De Paris,1eM0AoHNacVqpHoWkBj6VC,0.668,0.78,0.493,0,0,0.681,-13.615,1,0.465,136.468,0.889,0
6372,Sabda Brahma,Jahuu_ Gandiva laulaa!,4mNfmMH6bBBcRrOgnSePKk,0.00515,0.61,0.926,0.886,7,0.0912,-9.409,1,0.038,120.022,0.445,0
6373,Barry Manilow,Say Goodbye,4nmllkwakZuf8BV8vPenqy,0.128,0.442,0.507,0,7,0.255,-8.086,1,0.0281,134.654,0.282,0
6374,KT Tunstall,Under The Weather,4Y0cX5tIVS9doevnTu4hkl,0.874,0.418,0.449,7.83E-05,0,0.113,-9.547,1,0.0366,142.379,0.29,0
6375,The Disposable Heroes Of Hiphoprisy,Music And Politics,4fYkXa44IRXwolye95jnAJ,0.837,0.762,0.314,0.398,2,0.112,-16.981,1,0.0882,95.368,0.468,0
6376,The Velvet Underground,Stephanie Says,341b9JIDHZ3oaMVNwS0OsA,0.851,0.558,0.204,0.000709,0,0.129,-20.49,1,0.0333,112.531,0.554,0
6377,Alias,After All The Love Is Gone,3ujJbF6gDuZvUIzLPxLrtT,0.0461,0.605,0.721,0,0,0.0643,-10.123,1,0.0305,120.12,0.651,0
6378,Big Audio Dynamite,Free (lp),31lBymU0MdK0CsCvlgclsr,0.0069,0.719,0.794,0.00539,9,0.0333,-12.604,0,0.0373,122.064,0.758,0
6379,Russ Morgan,The Object Of My Affection,3kNfQ2Lb6bDzotCGJ2AZek,0.8,0.599,0.293,0.00111,5,0.0655,-10.608,0,0.0333,104.043,0.444,0
6380,Phil Collins,Please Come Out Tonight,57uU61CdGd332Xo2MRpKSI,0.853,0.39,0.243,0.00023,3,0.111,-13.074,1,0.0296,179.642,0.145,0
6381,Andrae Crouch,Jesus Is the Lord,2m0KqJJR26fsF5BnPS2jQN,0.452,0.625,0.666,1.49E-06,10,0.0726,-11.894,0,0.184,85.29,0.715,0
6382,Carlos Baute,Pobre diabla (Directo 09),4J9RZ980bKaF8SyV8EVjXq,0.234,0.683,0.944,1.38E-06,9,0.971,-4.474,0,0.0574,91.989,0.49,0
6383,The Distillers,World Comes Tumblin' Down,7G31CRK85MVn5k5msrRyFn,0.000647,0.164,0.97,0.00977,7,0.2,-3.479,1,0.0692,172.118,0.318,0
6384,Gorillaz,All Alone (Live),7g7aNOC904ne2PUc14Xevb,0.00102,0.447,0.779,0.418,7,0.845,-8.57,1,0.139,148.098,0.328,0
6385,Gertrudis,Carita De Rosa,0i9WJJoBkFSN4YCa3GPJuU,0.268,0.815,0.772,0,9,0.221,-5.042,0,0.0352,104.011,0.839,0
6386,Arthur Tracy,Where Are You?,2mUi0Ze7XYuJswegapC2ow,0.993,0.256,0.347,0.495,8,0.365,-12.629,1,0.0513,72.327,0.239,0
6387,The Pharcyde,Passin' Me By,4G3dZN9o3o2X4VKwt4CLts,0.0903,0.759,0.756,2.36E-06,4,0.265,-8.145,0,0.266,87.059,0.613,1
6388,AUDIO.3,SPONT.AN,1JVoMHyO27yXOcBERbuYob,0.161,0.805,0.658,3.33E-06,7,0.452,-10.276,1,0.257,92.997,0.868,0
6389,The Primitives,Never Tell,2uDORCyAqbMgTEDFGw1WTC,0.012,0.507,0.891,0.00382,9,0.0322,-11.468,1,0.0421,99.678,0.924,0
6390,John Wesley,Chasing Monsters,1ZptmHEIKsmkZCNvMhmUIj,0.151,0.449,0.562,3.33E-05,4,0.149,-7.975,0,0.0326,148.167,0.143,0
6391,James Last,Games That Lovers Play,1DIhGrVGZamMWrsV0U3maT,0.0424,0.532,0.373,0.779,9,0.133,-16.099,1,0.0282,112.16,0.559,0
6392,Arthur Fiedler,Doctrines,39GmQceSSO73zCQznnjN8S,0.984,0.389,0.276,0.897,10,0.09,-12.318,0,0.0359,99.803,0.341,0
6393,Kill The Client,Dog Tagged,56poKFI5j8kzPDO2M4BQHR,1.59E-06,0.157,0.998,0.949,7,0.187,-2.671,1,0.223,133.92,0.0395,0
6394,Iggy Pop,5 Foot 1,0vRRMEDKF4Ec5aDIDojinr,0.00231,0.438,0.772,0.000301,2,0.326,-9.166,1,0.158,166.933,0.641,0
6395,Willie Colon,Guajira Y Ven,1yiYG1zCGJv0k3XGLsOQBf,0.387,0.673,0.632,4.12E-05,0,0.0717,-8.7,0,0.115,96.299,0.775,0
6396,John Sebastian,Wagoner's Lad,1zkS0kW1Dl3nu4jBcuag2v,0.655,0.0661,0.235,0.00404,7,0.0711,-13.062,1,0.0373,54.508,0.158,0
6397,Every Time I Die,After One Quarter Of A Revolution,4K0RBcaoDlCzaaNEPhxkT4,0.000481,0.275,0.989,0,7,0.0913,-4.254,1,0.274,112.458,0.0776,0
6398,Vivian,Streets On Fire,3rN6yjpqmGnlMKQE9chiW9,2.50E-05,0.427,0.888,2.01E-06,3,0.104,-5.806,0,0.0642,162.983,0.472,0
6399,GZA/The Genius,Did Ya Say That,57Z9q1NUn2oLhdquEa4Z5m,0.0156,0.647,0.753,0,5,0.166,-6.254,0,0.28,156.353,0.671,0
6400,Sergio Mendes,Puzzle of Hearts,2GAiizsH8nvPx9Mf2KXDD4,0.171,0.556,0.463,0,4,0.103,-7.876,0,0.0257,103.112,0.171,0
6401,Gaither Vocal Band,Everything Good (Everything Good Version),4ICFp7v0SFBlH8Qdtp0T5V,0.362,0.7,0.84,0,9,0.132,-5.628,1,0.0407,122.024,0.797,0
6402,Eddie Palmieri,Nada De Ti,5IRLDfLwh6PllR8XGoi1I8,0.569,0.522,0.579,0.0229,5,0.129,-12.976,0,0.0512,95.298,0.959,0
6403,Krystof,Vodne stocne,5R2NvfIQXWRZJCW1LaTCPG,0.186,0.528,0.468,0,2,0.0976,-7.402,1,0.0275,78.067,0.106,0
6404,Maroon 5,Sweetest Goodbye,44R3zk8n5b3g5fTEXCkwnW,0.167,0.566,0.819,0,1,0.187,-5.951,1,0.104,164.004,0.708,0
6405,Gato Perez,Ja Soc Aqui,2OeYKxGHU26phMEs4OLdTx,0.633,0.596,0.749,0.0577,2,0.368,-9.542,1,0.0639,114.304,0.731,0
6406,Billy Walker,Thank You For Calling,19mblpYK3gkUYqDh1hslyV,0.955,0.397,0.198,1.15E-05,0,0.0869,-7.936,1,0.0269,74.27,0.215,0
6407,R.L. Burnside,Rollin' and Tumblin',6GtSL7Pjh00BELtUDKwVKo,0.000705,0.612,0.911,0.114,8,0.127,-5.028,1,0.0514,106.009,0.844,0
6408,Rihanna,Good Girl Gone Bad,6g1B0hd6rlT3xP3mERUnz8,0.0335,0.708,0.553,0,5,0.101,-6.319,0,0.0262,94.977,0.589,0
6409,Sister Rosetta Tharpe,Shine For Jesus,2ynveQ3YJP5SJw6MqBokEi,0.706,0.514,0.762,0,0,0.191,-5.524,1,0.0467,96.422,0.883,0
6410,Love and Rockets,Sweet Lover Hangover,6RiySuHE6JfFgI4HptZaVF,0.00128,0.509,0.751,0.547,10,0.126,-9.297,1,0.0308,97.026,0.498,0
6411,Jason & The Scorchers,If Money Talks,2do5cya7VhSK0lZ8k5WGjO,0.0168,0.299,0.985,0.000204,7,0.339,-3.008,1,0.103,175.934,0.349,0
6412,The Mystic Moods Orchestra,Gay Ranchero,1nNqr5HTXyCotV5siPfmui,0.434,0.464,0.345,0.185,0,0.266,-21.502,1,0.0429,124.041,0.581,0
6413,Don Gibson,Evening Prayer,3VUuV9mlmufwjGo6uY6CoV,0.869,0.408,0.125,0,7,0.164,-17.71,1,0.0346,95.685,0.321,0
6414,Egberto Gismonti,Carta De Amor,39i299LbMHVwOYS0qVLkJ8,0.949,0.303,0.0667,0.899,2,0.214,-23.301,1,0.0347,129.765,0.036,0
6415,Taal,Noises,5Sz6igeKUrd8wy4MDJDMtX,0.764,0.479,0.0493,5.08E-06,5,0.17,-39.716,1,0.742,112.969,0.602,0
6416,Tha Liks,Yo Mouth (Skit),39thEa6HEXyCIkvPPsnBhg,0.73,0.374,0.43,0,3,0.712,-10.178,0,0.131,71.105,0.865,0
6417,Michael Jackson,Heaven Can Wait,1AZXNAVDD9ZFIEKySgflFz,0.56,0.706,0.685,0,11,0.22,-3.669,1,0.0837,117.448,0.444,0
6418,Sub Focus,Follow The Light (Radio Edit),2plddWcVfuvB2QwkFumela,0.000192,0.446,0.906,0.647,1,0.0746,-6.388,1,0.0469,174.023,0.156,0
6419,Theodore Shapiro,The Big Stall,1XMxGaNn2D2c7hDOCdeXgs,0.138,0.726,0.524,0.129,2,0.0627,-16.124,1,0.0872,124.608,0.0672,0
6420,Margaret Becker,Sweet Suffering Christ,0zWXNQFSheWfhJ9p8aYM34,0.842,0.612,0.199,0.0509,7,0.0946,-16.578,1,0.0309,110.862,0.143,0
6421,Mariah Carey,Anytime You Need A Friend,0S8xKy1efKy3LvR53qe3Cq,0.469,0.57,0.549,7.91E-06,9,0.0715,-7.956,0,0.0312,136.13,0.295,1
6422,Sean Paul,Baby Boy [feat. Beyonce],29LHe8kG3PraghUZOZYsw4,0.0667,0.658,0.621,2.46E-06,1,0.142,-5.725,1,0.231,91.267,0.817,0
6423,Dimmu Borgir,Broderskapets ring,5BYYWszBUhYCf7xZXaQasR,1.66E-06,0.151,0.96,0.862,7,0.16,-4.986,0,0.0727,180.095,0.19,0
6424,Africando All Stars,Mopao,64bBMwLF6cXwRZlIwSTmcP,0.637,0.671,0.666,0.00181,0,0.0918,-8.114,1,0.0426,167.666,0.933,0
6425,Candy Lo,Si Lu,106OzIz8gSRtaBvT4WU09N,0.196,0.704,0.662,2.42E-06,0,0.351,-5.37,1,0.0351,96.496,0.327,0
6426,Megadrums,Dasotmori Live,1F1d4k4dyAVmMslqaXVcFx,0.965,0.487,0.00802,0.93,0,0.108,-27.29,0,0.0382,121.995,0.131,0
6427,Paul Glazby,The Wickedness,6HEGrl1lOKglK6VklYK8w5,3.63E-05,0.674,0.904,0.797,11,0.107,-8.634,0,0.0485,146.979,0.587,0
6428,Lightforce,Right here Waiting,1Uq9tn49fKRvNlytiRM19b,0.138,0.522,0.869,0.355,0,0.152,-9.982,1,0.0691,138.164,0.429,0
6429,Fania All Stars,Peanuts (The Peanut Vendor),2LaqTTynTweILpMah9oVBd,0.33,0.748,0.725,0.247,5,0.0911,-8.812,0,0.123,93.409,0.751,0
6430,Jeanne Robertson,"Perk trip - sleeping in ""tubes",2uER7uxinTvSaOEPWbeobe,0.807,0.638,0.672,0,8,0.955,-11.276,1,0.932,114.42,0.495,0
6431,Minnie Riperton,Completeness,1vbyyqt8cPI9L7B9ruCbPp,0.749,0.367,0.476,0.0131,1,0.0981,-9.936,1,0.0328,108.975,0.364,0
6432,Cristy Lane,God Is The Answer (Footprints In The Sand Album Version),5XDWfAM9UJK6q4uVa3S4K5,0.838,0.42,0.275,2.44E-06,5,0.243,-10.122,1,0.0272,108.8,0.275,0
6433,Selena,El Chico Del Apartamento 512,1lh3TnDpfNBNfLfOWghNnp,0.481,0.762,0.654,2.80E-06,10,0.0791,-10.392,1,0.0335,102.059,0.925,0
6434,Donna Fargo,Superman,78gI8beWZAdnAht7mKW7t1,0.503,0.607,0.668,3.68E-06,11,0.333,-11.682,1,0.039,99.645,0.96,1
6435,System of a Down,Streamline,4YtuhhgpKwckVZNGzjpxBh,0.000125,0.395,0.855,0.0333,0,0.16,-3.001,1,0.0356,130.892,0.472,0
6436,Poncho Sanchez,Going Back To New Orleans,76nwtcD1Rudrc2IJUOuJj1,0.553,0.607,0.828,0.00738,5,0.28,-6.472,1,0.103,99.255,0.745,0
6437,Kristine W.,Fly Again (The Scumfrog Radio Edit),02KNZYbOOpx8pkjJotAA3F,0.000398,0.63,0.889,0.00418,4,0.0717,-4.145,1,0.0504,131.949,0.761,0
6438,Roger Creager,The Everclear Song,5H2VJLVLiXlLStv4McVSZG,0.035,0.692,0.446,0,7,0.138,-11.01,1,0.0316,115.03,0.532,0
6439,The Game,Desperados,2TPE75xYMk6KHjzsU6JMgX,0.196,0.501,0.552,0.944,9,0.126,-10.435,0,0.0266,87.066,0.142,0
6440,Los Iracundos,No Se Lo Que Me Da,2qMlpYHmGEosoFev9DFvex,0.159,0.726,0.666,0,6,0.118,-6.297,1,0.0294,115.587,0.786,0
6441,Phil Collins,One More Night,6fkvIT9KFKxO8poBeKfaEf,0.788,0.534,0.442,0.000351,3,0.0986,-9.442,1,0.0308,136.369,0.343,1
6442,Clannad,Cumha Eoghain Rua Ui Neill (Lament For Owen Roe),6W2Qav3yE1hlI1lfwvM7p0,0.967,0.324,0.0638,0.932,7,0.106,-18.756,1,0.0323,101.391,0.053,0
6443,Session Americana,Ice Cream Man,1tKm1ZA4FeStAPZP3ZH4zN,0.613,0.577,0.619,0.000151,7,0.232,-8.004,1,0.0581,141.207,0.958,0
6444,TYR,Grial II,2GXvk3m7Nsw3PRckQ0cIRj,0.000371,0.253,0.945,0.000173,0,0.159,-6.396,0,0.188,147.613,0.132,0
6445,DJ Rashad,Juke It Down,1MPv5yJBTujro17zGMkjQ0,0.0251,0.842,0.469,0.562,1,0.0909,-7.12,0,0.223,159.983,0.733,0
6446,Cass Fox,Army Of One,6ZUHf66y2nkzSIL0Fkkr4B,0.0706,0.543,0.866,0,2,0.087,-5.581,0,0.0517,178.958,0.644,0
6447,A Tribe Called Quest,Get A Hold,1LuvccUiy1j9y8hpPBzQNh,0.0555,0.927,0.427,0.000692,10,0.241,-8.304,0,0.391,95.23,0.652,0
6448,Jericho,Simon,17LNkbx0pIDI464LafXxVZ,0.961,0.5,0.0836,0.922,7,0.114,-20.161,0,0.045,112.916,0.0967,0
6449,C.C. Adcock,Love N' Gold,58wpLfX1UYBNDfEgeWKmx7,0.00699,0.712,0.635,0.0238,2,0.0575,-5.677,1,0.0351,81.011,0.772,0
6450,Heavenly,Over And Over,0faljpLkGc62sDebWL9zZT,0.535,0.66,0.653,0.0195,8,0.082,-9.486,1,0.0752,120.221,0.804,0
6451,Kalibas,From Ivory Towers Above The Control Grid,2hqYPmBcwuhM957mnsEM4W,0.000589,0.28,0.9,0.183,1,0.358,-6.535,1,0.133,104.072,0.296,0
6452,Vex'd,Disposition (feat. Jest),3Pu3n6th3GRMBAuWSJhH3v,0.00333,0.655,0.555,0.00471,1,0.351,-8.522,0,0.407,70.955,0.472,0
6453,Jimi Hendrix,Lullaby For The Summer,05Oj9OLLMJPm5pPN15plJJ,0.0577,0.427,0.923,0.000815,1,0.0244,-7.179,1,0.0422,128.619,0.916,0
6454,Missy Higgins,Where I Stood [Live],33upMKKk48cXy8La6fyY48,0.514,0.377,0.423,0,9,0.716,-6.476,1,0.0294,71.971,0.325,0
6455,True Believers,Just Look At the Blessing,3OQ3oRjzRLoiHQCYCftL9w,0.101,0.534,0.843,0,11,0.348,-5.514,1,0.13,96.928,0.815,0
6456,Hank Penny,Crazy Rhythm,3hOBn4MfHS2JwOnbRcyCnl,0.929,0.821,0.308,0,3,0.0622,-12.209,1,0.273,119.612,0.902,0
6457,Slum Village,CB4,4DpbpS0SMkQML6pyAjc2xw,0.491,0.841,0.758,0,8,0.0731,-6.678,1,0.402,94.321,0.603,0
6458,Christos Dantis,Apisti,4X9FKuC1FtMKRrofmOdTMY,0.448,0.763,0.501,3.19E-06,11,0.0538,-13.275,0,0.0331,98.099,0.751,0
6459,Johnny Pacheco,Cero Codazos,0nly07dM4aZWDfiJypZuX3,0.296,0.7,0.455,0.701,2,0.067,-12.103,0,0.0399,115.751,0.935,0
6460,Francis Lai,Concerto No.3 In D: Allegro,5crzvov4KwD5yGNQYvXvLP,0.763,0.465,0.48,0.547,2,0.31,-12.846,1,0.0283,96.134,0.924,0
6461,Cactus,Rockout_ Whatever You Feel Like,2F2bTEfEFPaq1GoY2pQIyx,0.00639,0.441,0.912,0.0341,7,0.117,-4.321,1,0.0855,140.188,0.486,0
6462,James Taylor Quartet,Got To Give It Up,2jeliaXtR0C5R8HkR2EWEq,0.0342,0.929,0.946,0.615,7,0.084,-4.936,1,0.0369,126.071,0.976,0
6463,Bon Jovi,Till We Ain't Strangers Anymore,7yO9S0M4caGlokgJ0CTo98,0.0544,0.366,0.459,0,7,0.082,-5.77,1,0.0272,139.277,0.195,0
6464,Sheek Louch,Die Slow,6hSSRDjQ3HV5LU6SzeCOEx,0.0683,0.616,0.773,0,3,0.179,-4.557,0,0.385,113.076,0.574,0
6465,The Allies,Bewitched_ Bothered & Bewildered,67bsdGJ6d3u2QKO7rdvguE,0.924,0.271,0.0686,0,0,0.725,-21.014,1,0.0593,139.413,0.157,0
6466,Dale Russ / Finn MacGinty,Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,6swsjcKYes3SRZPtMOvW6E,0.874,0.492,0.601,2.12E-06,2,0.0701,-3.875,1,0.0468,123.344,0.876,0
6467,R.E.M.,Stumble,51WkjnymXvl15nanoGPYni,0.000639,0.449,0.886,0.598,2,0.249,-7.925,1,0.0432,153.366,0.931,0
6468,John P. Kee,Encouraged,2kzasCRKELhjxxFyDrHm2r,0.383,0.656,0.767,0,1,0.518,-7.42,1,0.0364,92.521,0.837,0
6469,The Clash,Death Or Glory,3lUVy400HL94NB03paDTyN,0.0572,0.677,0.842,0,0,0.15,-7.28,1,0.0415,137.589,0.767,0
6470,Kofi,I'm Just A Girl,11vWHRhlYUfTTPGQYDekTc,0.0333,0.852,0.481,3.59E-05,2,0.0609,-7.545,1,0.0825,81.954,0.672,0
6471,W.A.S.P.,Phantoms In The Mirror,4B7S3ocF32OsFahJFI86FF,0.0029,0.507,0.992,0.909,3,0.06,-6.097,0,0.114,117.03,0.208,0
6472,Daniel Johnston,Walking The Cow (Hi How Are You),5Os6DoqgRxMXz4ZMvSyoLX,0.989,0.579,0.288,0.944,10,0.189,-17.692,0,0.0737,141.897,0.895,0
6473,Renato Borghetti,Armando,2ZZtRXv8AhXI1cmL7LRx2Q,0.483,0.696,0.642,0.259,7,0.0342,-4.559,1,0.171,170.697,0.916,0
6474,Nolwenn Leroy,Etre Une Femme,2YPWS5V2TdlNE8tn2FgAxW,0.257,0.637,0.528,1.62E-05,1,0.111,-5.953,0,0.025,89.755,0.289,0
6475,MxPx,Drum Machine Joy,2Es5jyiB3GK0wQyd49wdkC,0.00133,0.185,0.69,3.56E-06,5,0.0737,-5.097,1,0.0365,193.658,0.777,0
6476,J.B.Lenoir,Let's Roll (Take 1),74p8zcl9Vua4ZFLUuNB7yD,0.993,0.541,0.331,0.503,9,0.109,-13.775,1,0.0303,105.679,0.632,0
6477,Vanessa Daou,For Anything,2sgfuvHbexr7nrQZK3sDym,0.29,0.595,0.326,0.926,7,0.119,-13.467,0,0.029,102.048,0.477,0
6478,Eddy Arnold,What's He Doin' In My World,547fAYZGVQk7xXVL28slU9,0.876,0.274,0.266,1.12E-05,1,0.0963,-11.693,1,0.0335,203.383,0.45,0
6479,Freddie King,Rock Me Baby,3jqhk2qWYN7A4FOgBDSfZm,0.322,0.265,0.602,0.00147,8,0.42,-11.454,1,0.142,180.559,0.575,0
