Artist name,Title,Year,Loudness,Key,Danceability,Energy,Tempo,isTop100
Van Halen,House Of Pain,1983,-12.063,4,0.0,0.0,200.52,0
Red Hot Chili Peppers,Hard To Concentrate (Album Version),0,-7.95,4,0.0,0.0,105.294,0
Jody Bernal,Que Si_ Que No,0,-5.6789999999999985,7,0.0,0.0,135.058,0
Maroon 5,She Will Be Loved,2002,-5.7429999999999986,0,0.0,0.0,102.143,1
Matt Redman,Facedown,2003,-9.515,6,0.0,0.0,155.889,0
Renee Rosnes,Senegal Son,0,-14.604,0,0.0,0.0,105.045,0
Go Fish,I Believe In You (More Than A Story Album Version),0,-9.794,0,0.0,0.0,115.931,0
Paul Brown,Side Steppin',2005,-8.283,10,0.0,0.0,114.017,0
YGGDRASIL,Valkyria,0,-4.757,7,0.0,0.0,165.204,0
Ec8or,I'm A Tomorrow,2000,-4.652,2,0.0,0.0,100.006,0
Corona,I Don't Wanna be A Star,0,-6.191,11,0.0,0.0,132.965,0
The Radio Department,I Don't Like It Like This,2005,-9.024,7,0.0,0.0,142.953,0
Gary Moore,Nothing's The Same (2002 Digital Remaster),1992,-18.389,9,0.0,0.0,86.429,0
Pyranja,30 Grad,0,-7.522,11,0.0,0.0,117.991,0
2-Gether feat. Sarinah,Feelin` Alone,0,-6.074,11,0.0,0.0,85.291,0
Sade,Morning Bird,2010,-17.279,7,0.0,0.0,87.553,0
Sharon Burch,Don't Be Afraid (World),1999,-14.16,9,0.0,0.0,85.319,0
Aerosmith,Janie's Got A Gun,1989,-6.658,5,0.0,0.0,115.106,1
Mons Leidvin Takle,Minner,0,-15.893,0,0.0,0.0,66.22,0
The Cat's Miaow,Talking To Trees,2003,-15.828,2,0.0,0.0,92.966,0
Simon Harris,Sample Track 14,0,-14.276,1,0.0,0.0,105.948,0
STEVE CAMP,Judgement Begins With The House Of God,0,-17.916,0,0.0,0.0,110.061,0
Jacques Douai,Bonjour,0,-18.497,9,0.0,0.0,120.56,0
Russ Taff,Jesus Loves Me (Now More Than Ever),0,-9.412,2,0.0,0.0,146.622,0
Mighty Mighty Bosstones,Guns And The Young,1992,-7.982,9,0.0,0.0,143.257,0
Dallas Holm,Here We Are,0,-15.784,9,0.0,0.0,167.46099999999996,0
Orquesta Aragon,Lo Decidio,0,-9.807,0,0.0,0.0,116.683,0
Julio Iglesias Jr.,Me quedo sin ti,0,-4.824,2,0.0,0.0,100.518,0
Cam'Ron,I'm A Chicken Head (Skit),2004,-19.67,6,0.0,0.0,110.064,0
JK,Go On,0,-10.751,0,0.0,0.0,131.991,0
Harry Connick_ Jr.,Once,0,-17.67,0,0.0,0.0,60.882,0
U.K. Subs,Fear of Girls (Live in Croatia_ 1993),1993,-14.616,4,0.0,0.0,103.971,0
Tina Ann,Rules of Attraction (Chris Cox),2003,-2.62,9,0.0,0.0,127.926,0
Kyle Eastwood,How Y' All Doin',2006,-14.233,4,0.0,0.0,100.175,0
Chet Atkins,Knucklebuster,0,-11.519,4,0.0,0.0,96.031,0
An Cafe,Pipopapo Telpathy,0,-4.188,1,0.0,0.0,150.03,0
Urge Overkill,Crackbabies,1993,-6.149,4,0.0,0.0,152.468,0
Roy Roberts,Let's Wrap Up,1997,-16.141,5,0.0,0.0,114.512,0
Luis Alberto Spinetta,Alfil_ Ella No Cambia Nada,0,-8.539,7,0.0,0.0,136.846,0
Streetwize,Little Things,0,-8.709,1,0.0,0.0,185.93,0
Pitch Black,Harmonia,0,-18.014,10,0.0,0.0,130.95600000000002,0
Leaders Of The New School,The End Is Near (LP Version),1993,-11.621,7,0.0,0.0,97.292,0
Esperanza Spalding / Leo Genovese,Love In Time,2008,-15.525,5,0.0,0.0,171.99,0
The Winans,Don't Be Deceived,0,-14.470999999999998,3,0.0,0.0,113.799,0
Fernando Ortega,Pass Me Not (LP Version),2003,-11.769,6,0.0,0.0,55.619,0
Murphy Lee / Zee,Murphy Lee,2003,-4.936,1,0.0,0.0,92.043,0
Niraj Chag,Eeshwar,0,-12.968,9,0.0,0.0,114.993,0
themselves,Oversleeping,2009,-6.324,6,0.0,0.0,116.915,0
Marshall Crenshaw,From Now Until Then,2003,-5.938,9,0.0,0.0,121.837,0
Chris Rea,Josephine,1985,-11.082,2,0.0,0.0,168.93200000000004,0
ZTrip,Addison Faceplant,0,-9.817,10,0.0,0.0,119.948,0
R. Carlos Nakai,Restless Spirits (World),0,-21.307,1,0.0,0.0,203.737,0
Showbread,Dinosaur Bones,2006,-4.789,7,0.0,0.0,112.734,0
Dee Clark,Nobody But Me - Original,0,-24.35,2,0.0,0.0,130.84799999999998,0
Fat Joe,Hard Not 2 Kill (Explicit),0,-5.716,7,0.0,0.0,77.56,0
Negura Bunget,Cunoasterea Tacuta,2006,-5.27,11,0.0,0.0,130.84,0
Annie Philippe,La Blonde de P\xc3\xa9kin,0,-7.779,6,0.0,0.0,109.1,0
Busta Rhymes feat. Linkin Park,We Made It [Instrumental],0,-6.892,1,0.0,0.0,92.344,0
Finntroll,Ett Norrskensd\xc3\xa5d,2010,-5.061,10,0.0,0.0,95.035,0
Scott Krippayne,I Wanna Sing (Autobiography Album Version),0,-7.355,8,0.0,0.0,122.1,0
Julien Clerc,Les Tous Petits Details,0,-10.607,7,0.0,0.0,202.999,0
Adam Ant,Manzenera,0,-11.594,1,0.0,0.0,136.17600000000002,0
Crazy Horse,Downtown (Album Version),0,-11.531,9,0.0,0.0,146.47299999999996,0
Pitch Black,Lost In Translation,0,-10.19,10,0.0,0.0,120.004,0
Les Ogres De Barback,Flute,2001,-11.61,0,0.0,0.0,71.084,0
Nickelback,Savin' Me,2005,-4.2780000000000005,0,0.0,0.0,164.025,1
Danny Barnes,Big Girl Blues,2005,-12.427,4,0.0,0.0,83.277,0
Tony Matterhorn,Turn It Around,0,-7.8889999999999985,10,0.0,0.0,135.005,0
Cassidy featuring Swizz Beatz,I Get My Paper,0,-4.954,10,0.0,0.0,104.091,0
Javier Navarrete,The New Girl,0,-26.845,5,0.0,0.0,98.077,0
David Jalbert,North American Ballads: No. 2 - Which Side Are You On?,0,-21.166,10,0.0,0.0,151.715,0
Kix,Hot Wire [Live Version],0,-13.878,1,0.0,0.0,196.865,0
Stevie Ray Vaughan And Double Trouble,Ain't Gone 'N' Give Up On Love,2005,-12.077,1,0.0,0.0,150.582,0
Premiums,All I Really Want,0,-3.593,11,0.0,0.0,120.177,0
Double Image,Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante,0,-25.205,7,0.0,0.0,135.092,0
All Leather,Please Jesus_ Send Me Someone To Fuck,0,-7.327000000000001,5,0.0,0.0,145.859,0
Goldfish,Tracy,2004,-8.209,11,0.0,0.0,104.031,0
Mil featuring Petey Pablo,Problems,0,-5.699,9,0.0,0.0,159.83700000000005,0
Lil' Band O' Gold,Shirley,2000,-10.449000000000002,4,0.0,0.0,146.817,0
The Black Crowes,Roll Old Jeremiah,2009,-12.732,4,0.0,0.0,178.299,0
Bow Wow Wow,Love_ Peace and Harmony,0,-9.883,1,0.0,0.0,126.501,0
Shunza,Yueh Kuang,0,-12.741,0,0.0,0.0,63.993,0
Alexander O'Neal,Secret Lovers (Featuring Mica Paris),2008,-6.59,0,0.0,0.0,160.033,0
Free,Woman,0,-8.72,9,0.0,0.0,129.042,0
Annie Lennox,Little Bird,1992,-9.027,4,0.0,0.0,125.03,1
Goose,Bring It On,2006,-5.346,1,0.0,0.0,122.956,0
Emit,Gum,0,-3.212,9,0.0,0.0,136.871,0
Remmy Ongala,Karola,2007,-12.061,0,0.0,0.0,94.72,0
Leo Dan,Con un poquitito de suerte,0,-5.359,0,0.0,0.0,171.91,0
Opals,Hop_ Skip & Jump,0,-7.632999999999999,0,0.0,0.0,131.641,0
Tree,Proletariat,0,-8.663,4,0.0,0.0,146.851,0
John Frizzell,Anatomy of a Contest,0,-17.346,1,0.0,0.0,147.692,0
M.A. Numminen,Suti-suti,2002,-9.169,7,0.0,0.0,110.589,0
Leaders Of The New School,Zearocks (LP Version),1993,-9.201,11,0.0,0.0,101.87,0
Tin Hat Trio,Scrap,2000,-15.406,0,0.0,0.0,86.82600000000002,0
Claire Elzi\xc3\xa8re,Il fait d\xc3\xa9j\xc3\xa0 (Live),0,-17.471,10,0.0,0.0,97.671,0
We Five,Milkcow Blues (Album Version),0,-15.698,0,0.0,0.0,66.374,0
Erin O'Donnell,You Were The One (Wide Wide World Album Version),0,-6.7410000000000005,9,0.0,0.0,96.127,0
SANSHIRO,Le syst\xc3\xa8me solaire,0,-6.148,11,0.0,0.0,140.143,0
Serge Desaunay,La polka des grenouilles,0,-5.989,0,0.0,0.0,131.842,0
Fast Eddie,Put On Your Rubbers,0,-5.272,7,0.0,0.0,181.743,0
Black Debbath,The Four Big Ones (Essential Authors And Works),2001,-6.409,5,0.0,0.0,124.448,0
Andy & Lucas,Quiero Ser Tu Sue\xc3\xb1o,2005,-5.1160000000000005,0,0.0,0.0,96.002,0
The Twinkle Brothers,I Won't Lie,0,-11.048,7,0.0,0.0,130.519,0
Silverstein,MY HERIONE (Acoustic Version),2006,-7.896,7,0.0,0.0,150.13,0
Lennie Tristano,Becoming (LP Version),1994,-15.324000000000002,0,0.0,0.0,200.876,0
Unwritten Law,Superman,1996,-5.2429999999999986,2,0.0,0.0,201.269,0
John Ottman,The People You Care For,2006,-13.522,2,0.0,0.0,61.587,0
Bimbo Band,Oh ! Tannenbaum,0,-13.111,2,0.0,0.0,85.01,0
Los Cumbieros Del Sur,El Gatito,0,-6.058,4,0.0,0.0,159.533,0
Eagles Of Death Metal,As Nice As I Can Be,2009,-3.092,1,0.0,0.0,144.398,0
Papa Wemba,Abu-Pia,0,-6.612,5,0.0,0.0,136.442,0
The Even Dozen Jug Band,The Original Colossal Drag Rag,0,-9.435,7,0.0,0.0,132.582,0
Gloria Lasso,Magali,0,-10.589,11,0.0,0.0,94.351,0
Starski and Clutch,East to West,0,-6.397,1,0.0,0.0,151.864,0
Wanda De Sah,So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster),0,-17.665,10,0.0,0.0,182.974,0
Tanya Chua,Piracy,0,-4.227,7,0.0,0.0,154.976,0
Radiohead,You Never Wash Up After Yourself (Live),0,-21.343000000000004,0,0.0,0.0,87.279,0
The Steeles,The Story Goes On,0,-10.734000000000002,7,0.0,0.0,49.146,0
Britney Spears,Can't Make You Love Me,2000,-3.693,0,0.0,0.0,107.969,0
Iggy Pop,Main Street Eyes,1990,-11.278,9,0.0,0.0,131.813,0
Billie Jo Spears,Misty Blue,1976,-15.342,5,0.0,0.0,101.626,0
Static-X,Night Terrors (Album Version),2005,-3.294,5,0.0,0.0,120.539,0
David Summers,Tu Mejor Amigo,0,-3.238,9,0.0,0.0,142.431,0
George Hamilton IV,Medley: Safe To The Rock / Hiding In Thee,0,-16.852999999999998,5,0.0,0.0,187.045,0
Banda La Bocana,Vida De Mi Vida,0,-6.61,10,0.0,0.0,106.689,0
Eddie Boyd,I got A Woman,0,-15.918,2,0.0,0.0,110.14,0
The Antlers,The Carrying Arms,2007,-17.624000000000006,7,0.0,0.0,150.314,0
Heaven 17,We Blame Love,1996,-10.025,7,0.0,0.0,133.05700000000002,0
RUN-DMC,Jam-Master Jammin',1985,-14.283,1,0.0,0.0,99.948,0
Justin Timberlake,Love Don't Love Me (Justin Timberlake) (Amended Version),0,-7.761,1,0.0,0.0,86.964,0
Tony Joe White,Yo Yo Man (Garter Belt),0,-11.512,9,0.0,0.0,127.102,0
Telecast,Remember (The Beauty Of Simplicity Album Version),0,-6.0829999999999975,4,0.0,0.0,96.005,0
Owl City,On The Wing,2008,-6.445,10,0.0,0.0,115.02,0
Michael Salgado,Un Gran Vacio,0,-7.938,10,0.0,0.0,155.126,0
Cedric Gervais feat. Second Sun,Pills (Dub) (Dub),0,-7.501,10,0.0,0.0,124.063,0
Screaming Lord Sutch,Murder In The Graveyard,1982,-11.588,9,0.0,0.0,144.10399999999996,0
Keb' Mo',The Door,2000,-11.0,9,0.0,0.0,104.204,0
Cornel Campbell,Somebody Has Stolen My Girl,0,-15.431,10,0.0,0.0,80.862,0
Alex Ubago,Ciudad desierta,2009,-5.274,7,0.0,0.0,135.016,0
Brooke White,Hold Up My Heart,2009,-8.023,2,0.0,0.0,89.665,1
Miguel Migs,Mesmerized,0,-4.5939999999999985,9,0.0,0.0,125.005,0
Tina Ann,I Do (Chris The Greek Remix),2003,-5.447,10,0.0,0.0,134.017,0
Brazilian Tropical Orchestra,Ho Capito Che Ti Amo,0,-15.541,5,0.0,0.0,89.73700000000002,0
Bravehearts featuring Nas and Jully Black,Situations,0,-7.602,10,0.0,0.0,92.962,0
themselves,Directions to my special place,2003,-13.275,9,0.0,0.0,95.779,0
The Jeff Healey Band,See The Light,1988,-4.732,7,0.0,0.0,111.865,0
The Ocean,Eoarchaean,0,-4.348,9,0.0,0.0,140.174,0
Arthur Tracy,A Sailboat In The Moonlight,1993,-19.404,7,0.0,0.0,58.69,0
Rockabye Baby!,Desire,0,-11.918,8,0.0,0.0,100.043,0
Alceu Valen\xc3\xa7a,Cintura Fina,1998,-8.593,11,0.0,0.0,157.111,0
Mudhoney,New Meaning,2008,-6.077000000000001,0,0.0,0.0,145.179,0
Quinteto Violado,Cad\xc3\xaa O Meu Amor,0,-7.029,1,0.0,0.0,155.062,0
Ned Nash Orchestra,Hang 'm High,0,-13.901,4,0.0,0.0,118.683,0
Roj,Clear Channels,0,-22.474,1,0.0,0.0,156.062,0
Jane's Addiction,Ocean Size [Demo],0,-7.805,2,0.0,0.0,84.694,0
Casual,Turkey And Dressin,0,-5.664,0,0.0,0.0,136.248,0
Winifred Phillips,Misty Bog,2009,-13.509,4,0.0,0.0,144.835,0
Peggy Zina,Tis Monaxias Ta Monopatia,0,-7.1629999999999985,2,0.0,0.0,140.04,0
Joy Enriquez,Between You And Me,2001,-3.941,10,0.0,0.0,96.087,0
Julio Iglesias Jr,Angel,2008,-7.233,3,0.0,0.0,150.071,0
The Stems,Sad Girl (Single Mix),0,-12.968,7,0.0,0.0,147.847,0
La Portuaria,10000 Km,0,-4.691,1,0.0,0.0,96.001,0
Gus Viseur,Gracieusette,0,-13.963,9,0.0,0.0,225.812,0
Nicole Mullen,The Christmas Song  (LP Version),0,-14.419,2,0.0,0.0,94.012,0
Malefaction,Ongoing Plague,2003,-4.65,9,0.0,0.0,137.795,0
Big One,Comfortubly Numb,0,-6.2639999999999985,11,0.0,0.0,128.505,0
James Newton Howard,Phillippe,0,-32.238,1,0.0,0.0,141.233,0
Sonora Carruseles,La Chola Caderona,1999,-3.934,5,0.0,0.0,76.79899999999998,0
Terry Riley,Peace Dance,1992,-16.387,6,0.0,0.0,95.074,0
Hank Locklin,Why Baby Why,0,-11.366,7,0.0,0.0,150.439,0
J. Karjalainen & Mustat Lasit,Adios_ Amigos! (2003 Digital Remaster),0,-12.37,0,0.0,0.0,70.80199999999998,0
The Rambos,I Go to the Rock,0,-11.172,0,0.0,0.0,128.86700000000002,0
Emile Vacher,Plaisance-Fox,0,-9.594,3,0.0,0.0,227.236,0
The Roches,We Three Kings,1990,-13.209,2,0.0,0.0,135.011,0
Bukka White,Sleepy Man Blues,1940,-22.507,6,0.0,0.0,96.002,0
Lennie Tristano,It's Personal,0,-22.226,8,0.0,0.0,119.092,0
My Chemical Romance,The End. [Live In Mexico],2008,-9.097,7,0.0,0.0,92.645,0
Orquesta America,Boda de Oro,1997,-11.711,5,0.0,0.0,110.326,0
Russ Morgan,The Moon Was Yellow,0,-10.503,7,0.0,0.0,116.587,0
The Golden Age Orchestra_ Paul Summer\xc2\xa0,Over the Rainbow,0,-15.630999999999998,0,0.0,0.0,133.471,0
Britney Spears,Oops!...I Did It Again,2000,-5.205,11,0.0,0.0,95.066,1
Sleepy John Estes,Lawyer Clark Blues,1965,-19.297,8,0.0,0.0,85.193,0
Paul Taylor,Enchanted Garden,0,-4.247,0,0.0,0.0,66.407,0
Kane,Damn those eyes,1999,-11.59,6,0.0,0.0,192.476,0
Gene Autry,Half As Much,0,-17.065,10,0.0,0.0,142.858,0
R.E.M.,Final Straw (Album Version),2004,-7.534,0,0.0,0.0,107.55,0
Slipknot,Skin Ticket (Live version) (Album Version),0,-3.347,9,0.0,0.0,146.577,0
Nickelback,If Today Was Your Last Day (Album Version),2008,-4.157,10,0.0,0.0,89.958,0
Irtio,Outubro,0,-11.31,2,0.0,0.0,100.022,0
Groupa,Bliv Du Till Gran (If You Became A Spruce),1999,-10.681,4,0.0,0.0,85.54799999999999,0
Josh White,Jesus Is Gonna Make Up My Dying Bed,0,-20.847,7,0.0,0.0,90.031,0
Kathy Troccoli,You've Got A Friend,2005,-14.014,6,0.0,0.0,88.55,0
Bill Cosby,Fat Albert's Car,1973,-17.315,8,0.0,0.0,70.535,0
Nightfall,So(u)l Invictus,2004,-4.67,7,0.0,0.0,105.061,0
The Avengers,Leski\xc3\xa4idin tytt\xc3\xa4ret,0,-11.013,3,0.0,0.0,185.255,0
Spunk,Marbles,2005,-14.107,1,0.0,0.0,118.721,0
Kathy Troccoli,Turn Your Eyes Upon Jesus,0,-20.729,9,0.0,0.0,92.204,0
Ann Hampton Callaway,For All We Know,2005,-16.657,3,0.0,0.0,206.978,0
Gaither Vocal Band,Knowing You'll Be There,2003,-9.889,6,0.0,0.0,85.103,0
Mariachi Silvestre Vargas,Cielito lindo,2006,-12.880999999999998,7,0.0,0.0,88.45700000000002,0
Bill Engvall,Game Night (Album Version),0,-9.606,2,0.0,0.0,94.501,0
G\xc3\xb6sta Ekman / Tage Danielsson,Har vi r\xc3\xa5d att i dagens l\xc3\xa4ge ha kvar v\xc3\xa5ra v\xc3\xa4nner i socialgrupp 3?,0,-21.491,7,0.0,0.0,79.416,0
Bad Company,Rock Steady,1974,-7.8439999999999985,2,0.0,0.0,97.701,0
Hoods,Heartless,0,-4.507,6,0.0,0.0,60.308,0
Streetwize,U Don't Have To Call,0,-7.819,10,0.0,0.0,101.311,0
Bingo Players,Get Up (Diplo Mix),0,-5.7879999999999985,1,0.0,0.0,128.013,0
The Shirelles,Foolish Little Girl,1963,-11.49,5,0.0,0.0,116.764,1
The Winans,Breaking Of Day (Album Version),0,-10.961,10,0.0,0.0,106.515,0
Kathy Mattea,Isle Of Inishmore - Part 1 (Air),2002,-14.479,9,0.0,0.0,79.09100000000002,0
Jack Johnson,Inaudible Melodies,2000,-15.218,11,0.0,0.0,147.602,0
Catupecu Machu,A Veces Vuelvo,2004,-4.768,1,0.0,0.0,126.992,0
Leon Lai,Yi Ba Xiang Shui Yin,0,-4.824,9,0.0,0.0,86.005,0
Dee Clark,Leroy Bown,0,-12.995,7,0.0,0.0,148.341,0
Chico Hamilton Quintet,Skinned Strings,0,-27.336,7,0.0,0.0,165.476,0
Jackie Wilson,It's So Fine,1958,-9.936,10,0.0,0.0,136.749,0
Jane's Addiction,True Nature,2003,-3.782,7,0.0,0.0,92.099,0
Mark Lowry,Blessed Assurance (I Love To Tell The Story Album Version),0,-6.124,0,0.0,0.0,106.549,0
Every Time I Die,Your Touch Versus Death,2000,-9.171,10,0.0,0.0,187.401,0
Klimperei,Danser seule 2,0,-4.3580000000000005,0,0.0,0.0,157.376,0
Save As,House Music,0,-6.466,6,0.0,0.0,125.032,0
Vodka Collins,Foreign Prince Of Tokyo,0,-6.872000000000001,4,0.0,0.0,120.253,0
King Tee,King Tee Production,0,-14.122,2,0.0,0.0,108.301,0
Edmundo Ros,The Bull Frog,0,-15.79,7,0.0,0.0,232.436,0
Solistiyhtye Suomi,Rumpu ly\xc3\xb6,0,-14.254,9,0.0,0.0,192.297,0
William Orbit,Deus Ex Machina,1993,-35.277,8,0.0,0.0,152.084,0
The Killers,A White Demon Love Song (Soundtrack Album Version),0,-9.041,11,0.0,0.0,86.958,0
Berrog\xc3\xbcetto,Lusco,0,-17.875999999999994,2,0.0,0.0,105.101,0
Tony Joe White,The Coloness Of The Chain,1993,-17.816,2,0.0,0.0,139.905,0
Marilyn Horne,"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",0,-23.593000000000004,10,0.0,0.0,47.97,0
Marisela,La Otra,0,-9.467,1,0.0,0.0,134.192,0
Hysterie,Be my Lover,0,-7.224,11,0.0,0.0,131.986,0
The Doors,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),0,-27.685,0,0.0,0.0,66.155,0
Phantom Planet,Here I Am,2004,-9.628,6,0.0,0.0,105.902,0
Set Your Goals,This Very Moment,2006,-6.754,8,0.0,0.0,131.639,0
Eiffel 65,Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],0,-5.2860000000000005,6,0.0,0.0,130.039,0
Jaco & Mixxmaster,Feeling,2008,-5.6389999999999985,1,0.0,0.0,136.981,0
Jimmy McCracklin,Gotta Cut Out,2002,-8.441,2,0.0,0.0,101.241,0
Soulwax,Kill Your Darlings,1996,-8.146,0,0.0,0.0,111.223,0
Richie Ray & Bobby Cruz,Bomba Camara,0,-8.036,5,0.0,0.0,219.131,0
Los Aut\xc3\xa9nticos Decadentes,El Chorro,1997,-5.79,0,0.0,0.0,140.82299999999995,0
FFH,Here I Am,2003,-6.315,3,0.0,0.0,138.504,0
John Mellencamp,Down And Out In Paradise,1987,-8.698,11,0.0,0.0,134.929,0
Hadag Nahash,Chalifot (Suits) (Live) (ft. Lioara Itzchak),0,-5.296,4,0.0,0.0,167.831,0
New Direction,Who Do You Roll With?  (LP Version),1999,-6.6110000000000015,2,0.0,0.0,56.703,0
Bob Willis,Sugar Blues,2000,-13.559,3,0.0,0.0,121.923,0
Paris_ Texas,Hip Replacement,2002,-6.737,0,0.0,0.0,100.532,0
Gene Pitney,Every Breath I Take,1986,-6.8320000000000025,7,0.0,0.0,93.301,1
Dynamite Deluxe,Zornig!,2000,-8.315,9,0.0,0.0,87.844,0
Alex Ubago,20 horas de nada,2009,-7.91,2,0.0,0.0,121.687,0
Cassius Clay,Round 7:  2138,0,-15.02,9,0.0,0.0,97.065,0
Eric Burdon,Cum,0,-7.207000000000002,11,0.0,0.0,149.52700000000004,0
Jacky Cheung,Zhui Zhong,0,-12.175,4,0.0,0.0,169.898,0
James Horner,Rescue And Breakout,2003,-16.487000000000002,11,0.0,0.0,95.543,0
M\xc3\xa5negarm,Ur Sj\xc3\xa4lslig D\xc3\xb6d,2007,-3.779,10,0.0,0.0,147.91,0
Mannheim Steamroller,The Christmas Song,2009,-11.949000000000002,6,0.0,0.0,96.002,0
April Wine,Babes In Arms,1979,-13.613,4,0.0,0.0,127.463,0
Lacy J. Dalton,Silver Bells,0,-16.508,1,0.0,0.0,96.616,0
Jean Corti,Madeleine (feat. Thomas Fersen),0,-6.505,0,0.0,0.0,86.686,0
Mariah Carey,Honey,1997,-7.487999999999999,5,0.0,0.0,95.929,1
Arctique,Kyana,0,-8.214,9,0.0,0.0,130.004,0
Dax Riggs,Didn't Know Yet What I'd Know When I Was Bleedin',2007,-6.34,8,0.0,0.0,75.452,0
The Ronettes,Born To Be Together,1991,-9.54,7,0.0,0.0,114.047,0
My Little Airport,Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,0,-9.361,2,0.0,0.0,92.975,0
Jos\xc3\xa9lito,Soleil rouge,0,-12.538,8,0.0,0.0,116.618,0
DeGarmo & Key,Jericho  (Straight On Album Version),0,-9.799,7,0.0,0.0,132.786,0
Rick Astley,Hopelessly,1993,-10.612,8,0.0,0.0,150.112,1
Robben Ford,Talk To Your Daughter (Album Version),1988,-12.685,0,0.0,0.0,137.23,0
The James Taylor Quartet,Creation,1996,-14.334,0,0.0,0.0,106.552,0
Porno For Pyros,100 Ways ( LP Version ),0,-7.858,0,0.0,0.0,194.691,0
Curtis Mayfield,You Better Stop,1979,-9.633,8,0.0,0.0,237.466,0
Oscar Peterson Trio,I Got Rhythm,0,-13.207,7,0.0,0.0,138.256,0
Tam Tam Go!,Atrapados En La Red,1999,-4.811,6,0.0,0.0,130.40200000000002,0
Amorphis,The Lost Name of God,1992,-7.107,8,0.0,0.0,122.483,0
Alfredo Kraus,"Los De Arag\xc3\xb3n: ""Los De Arag\xc3\xb3n",0,-15.734000000000002,2,0.0,0.0,110.034,0
Maroon 5,Through With You,2002,-5.622000000000001,10,0.0,0.0,145.999,0
Mike And The Mechanics,Seeing Is Believing,1988,-5.24,0,0.0,0.0,132.167,0
David Zinman,Des Helden Widersacher,0,-25.613000000000003,7,0.0,0.0,131.917,0
Salt-N-Pepa,Push It,1988,-5.6679999999999975,4,0.0,0.0,127.597,1
Michael Whalen,A World In Fast Forward,0,-20.523000000000003,2,0.0,0.0,112.706,0
Zeromancer,V,2010,-6.7070000000000025,2,0.0,0.0,120.072,0
The Flesh,Sweet Defeat,0,-3.861,5,0.0,0.0,86.09,0
Captain Beefheart & The Magic Band,On Tomorrow,0,-15.794,9,0.0,0.0,186.23,0
The Tarriers,Red Apple Juice (LP Version),0,-14.523,7,0.0,0.0,148.29399999999995,0
Thomas Dolby,Marseille (Live On Tour_ 1984),0,-12.032,0,0.0,0.0,114.595,0
Atomic Rooster,Little Bit of Inner Air,1972,-9.079,5,0.0,0.0,124.714,0
B\xc3\xbclent Ceylan,B\xc3\xbclent & Mompfreed: Mompfreedonium,0,-18.446,2,0.0,0.0,78.437,0
The Four Pennies,Sweeter Than You,0,-9.242,1,0.0,0.0,101.295,0
Edmond Leung,Yi Xiao Shi Chong Yin,0,-11.349,5,0.0,0.0,137.686,0
Steve Erquiaga,The 23rd Psalm,0,-21.763,2,0.0,0.0,141.70600000000005,0
Junior Reid,No Loafting,1994,-8.141,1,0.0,0.0,165.46900000000005,0
New York Dolls,Trash (live Paris),0,-12.153,7,0.0,0.0,110.056,0
Carmen Y Laura,Paloma Consentida,0,-11.536,7,0.0,0.0,125.45,0
Hoodfellas,If you Seek Amy,0,-4.872,4,0.0,0.0,130.011,0
The Shirrows,Leave Me Be,0,-7.461,0,0.0,0.0,123.491,0
Jacques Dutronc,L'Aventurier,1969,-7.246,2,0.0,0.0,98.733,0
Mighty Joe Young,Wishy Washy Woman,0,-11.213,11,0.0,0.0,119.52,0
Jackie Edwards,Ali Baba,2003,-6.5429999999999975,10,0.0,0.0,157.17700000000005,0
Screamin' Jay Hawkins,Talk About Me,1995,-11.316,6,0.0,0.0,63.26300000000001,0
Charlie Khan,Cheshire Grin,0,-4.431,9,0.0,0.0,140.197,0
Professor Longhair,Hey Little Girl (1949),0,-10.333,2,0.0,0.0,113.445,0
Phil Collins,You Can't Hurry Love (Live),1990,-9.79,11,0.0,0.0,206.941,0
The Baltimore Consort,Howell\x19s Delight,0,-17.271,7,0.0,0.0,123.784,0
Nestor Torres,This Side Of Paradise,2001,-8.033999999999999,7,0.0,0.0,195.995,0
Black Flag,Out Of This World,1985,-13.77,10,0.0,0.0,207.238,0
Jim Reeves,Jingle Bells,1963,-13.323,0,0.0,0.0,95.264,0
Henri Rene And His Orchestra,Petite Fleur (Instrumental) (1996 Digital Remaster),0,-16.797,3,0.0,0.0,112.911,0
Disco D feat. Lola Damone & Helluva,Keys To The Whip (Straight Pimpin' Mix),0,-7.765,6,0.0,0.0,152.34,0
Lyrics Born,I Changed My Mind (DJ Spinna Remix),2005,-3.528,11,0.0,0.0,98.927,0
John Sebastian,One Step Forward_ Two Steps Back,1976,-12.983,0,0.0,0.0,101.971,0
U2,40,1992,-8.539,8,0.0,0.0,146.826,0
Willie Barcena,Love & Romance,0,-17.813,8,0.0,0.0,72.188,0
Yuppie Pricks,Prosperity In The U.S.A.,0,-4.433,0,0.0,0.0,160.039,0
X-ecutioners featuring M.O.P.,Let It Bang,2001,-4.33,10,0.0,0.0,185.498,0
Bloomfield,Boulevard St. Germain,2006,-6.718,1,0.0,0.0,179.976,0
