Artist name_x,Title_x,spotify_id,has_lyrics,flesch_ease,gunning_fog,flesch_readability,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
Paul Young,Come Back And Stay,1r3YUTAwY0Y7tyV9Xcgps8,1,107.89,3.31,-0.4,0.116,0.624,0.803,1.15E-05,6,0.293,-7.985,0,0.0729,130.834,0.8,1
Phil Collins,It's In Your Eyes,2w1HaUm4dkG1rhZGFzMPza,1,124.3,2.52,-2.6,0.0452,0.7,0.785,5.13E-05,5,0.197,-5.367,1,0.0262,121.727,0.651,1
Asia,The Smile Has Left Your Eyes,1RvKjCpz3PbzogBMtVwxxa,1,115.74,3.1,-1.4,0.354,0.326,0.66,1.01E-05,4,0.106,-8.534,1,0.0316,85.176,0.381,1
Lionel Richie,Stuck On You,0ROwoz82DIW4tOzkxYnSjf,1,114.62,3,-1,0.258,0.522,0.346,0,5,0.114,-15.462,1,0.0297,131.692,0.27,1
Tommy James And The Shondells,Gotta Get Back To You,18rfUVDkibMedZIFNjE8IE,1,98.31,2.89,1.3,0.0193,0.658,0.747,9.14E-06,4,0.0621,-10.122,1,0.181,148.28,0.754,1
Lonestar,What About Now,2Fsg9at6oxnR7h6PhNcOmE,1,105.15,4.14,0.7,0.498,0.739,0.688,0,4,0.17,-5.581,1,0.0349,126.998,0.769,1
Cassidy,I'm A Hustla,41D6aNNTmUUd7fWlVNWMN8,1,103.83,4.11,1.2,0.283,0.727,0.913,0,8,0.527,-5.571,0,0.306,90.985,0.618,1
Stacie Orrico,Stuck,2ptt0Eftq3b2jElTRrctrT,1,114.52,3.04,-0.9,0.0747,0.377,0.904,0,4,0.334,-3.634,0,0.307,200.566,0.595,1
Halsey,Nightmare,340UVheS8z3ncW9TTUhAbc,1,104.94,4.2,0.8,0.0188,0.611,0.622,0,9,0.359,-5.075,0,0.0734,146.11,0.538,1
Neil Diamond,Forever In Blue Jeans,1K1nzhbKCNmrNXi9B07mPF,1,116.35,2.68,-1.6,0.0221,0.706,0.39,3.81E-05,9,0.0944,-13.673,1,0.0324,90.584,0.839,1
Gwen Stefani,Hollaback Girl,0LzrhCZFXW94Y8nwtTuRlw,1,106.26,2.96,0.3,0.35,0.926,0.916,6.17E-06,10,0.0234,-2.221,0,0.0929,110.007,0.904,1
Joey Heatherton,Gone,4QJKgiXg6YFs5qIWiz4Sz2,1,107.99,2.28,-0.5,0.331,0.201,0.531,0.00938,7,0.211,-6.971,1,0.0305,188.185,0.601,1
The Beatles,We Can Work It Out,1hTUFqJuQAMjXVGwUPWDqi,1,114.62,3,-1,0.0635,0.378,0.677,0,2,0.183,-8.63,1,0.0298,106.071,0.648,1
Shinedown,If You Only Knew,0CkSF2TAqIu8TJaVwwAOnT,1,115.13,2.96,-1.2,0.000347,0.449,0.956,0,9,0.325,-4.011,0,0.0398,97.011,0.321,1
Linkin Park,Crawling,57BrRMwf9LrcmuOsyGilwr,1,90.36,6.01,2.2,0.0466,0.58,0.702,3.20E-06,4,0.536,-5.565,1,0.0337,105.076,0.299,1
Concrete Blonde,Joey,04UWtAIMwi67MG8uHwYqgK,1,114.22,3.56,-0.8,0.0151,0.607,0.788,0.0136,7,0.173,-5.326,1,0.0293,118.696,0.334,1
Stacy Lattisaw,Miracles,5fk1BMWpcx9LCeVDjojoLb,1,99.63,4.52,0.8,0.387,0.496,0.488,4.17E-05,4,0.108,-8.007,1,0.0296,136.488,0.307,1
Laura Branigan,Spanish Eddie,6BIZ5aVJIltQy6Z6w1ibar,1,98.51,3.72,1.2,0.28,0.703,0.956,0.00935,3,0.203,-5.35,1,0.033,130.046,0.935,1
Diana Ross,It's My Turn,0Hb2lKzzpKK4VxwER1fF25,1,125.72,1.96,-3.2,0.401,0.355,0.445,0,8,0.244,-10.221,1,0.028,76.093,0.357,1
Leon Haywood,Don't Push It Don't Force It,2krg5rJxl3xcz96HBosta7,1,108.6,2.21,-0.7,0.366,0.914,0.461,0.0834,8,0.0586,-13.784,0,0.0331,113.99,0.969,1
Shawty Lo,Dey Know,3iRCWiWzfrfqdqy7NpOCmX,1,105.55,3.35,0.5,0.0166,0.431,0.747,0,8,0.651,-6.37,1,0.454,114.049,0.816,1
Barry Manilow,Looks Like We Made It,3QqO9FxVrikwo7kS5ls3kQ,1,107.18,2.94,-0.2,0.574,0.297,0.481,0.00352,0,0.094,-7.681,1,0.0278,139.896,0.456,1
Barbra Streisand,Somewhere,2mMgy7j53y0julP4fNWdNu,1,107.58,2.82,-0.3,0.935,0.242,0.263,0.0047,6,0.181,-11.182,1,0.0328,130.08,0.0515,1
REO Speedwagon,Sweet Time,2yPwtdt2XRhkPn7t1EVfJB,1,112.29,4.68,0,0.104,0.367,0.593,6.21E-05,2,0.409,-10.194,1,0.0308,81.288,0.667,1
Kenny Loggins,I Believe In Love,7B4gn4dPeLtB3x63exF7F4,1,108.09,2.24,-0.5,0.0405,0.632,0.667,0.0112,7,0.0721,-12.983,1,0.0496,114.038,0.685,1
Toby Keith,Honkytonk U,5bS3tVEOQ62Tn6ilUlJ2dB,1,103.52,5.66,1.3,0.0432,0.64,0.762,5.28E-05,9,0.331,-4.358,1,0.0275,113.014,0.545,1
Prism,Flyin',7w2SBhzizODfhOMfAuXiQg,1,107.89,2.89,-0.4,0.162,0.527,0.448,4.44E-06,2,0.126,-9.457,1,0.0346,113.164,0.638,1
Pink Floyd,Another Brick In The Wall (Part II),4MqBzMi1efFsnG6t4ZpHIk,1,98.51,3.48,1.2,0.0471,0.796,0.433,0.0608,0,0.0709,-10.274,1,0.0455,104.065,0.644,1
J. Cole,Neighbors,0utlOiJy2weVl9WTkcEWHy,1,106.47,3.93,0.2,0.319,0.898,0.283,0.000383,6,0.11,-12.335,0,0.356,138.97,0.469,1
Heidi Newfield,Johnny & June,6FmgSnILynpsvDmWTE9uPW,1,107.69,2.4,-0.4,0.458,0.592,0.515,1.28E-06,5,0.116,-6.486,1,0.0299,141.949,0.269,1
Pat Benatar,Little Too Late,4aqHeNebN2dMaKutXlIz2U,1,107.48,2.71,-0.3,0.192,0.574,0.755,1.06E-06,4,0.148,-3.051,1,0.0597,134.996,0.918,1
Van Halen,Dance The Night Away,4RS9PmtHQe7I0o5fEeweOY,1,116.86,2.35,-1.8,0.0373,0.548,0.843,1.26E-06,8,0.0536,-7.32,1,0.0597,129.661,0.719,1
Jason Aldean,Lights Come On,4llYMkhHa1w7UAdDFRQcEZ,1,105.15,3.82,0.7,0.0489,0.567,0.839,0,6,0.103,-4.048,0,0.0698,160.062,0.903,1
Queen,It's A Hard Life,5PTvZMe9mIL0GrRvPBRu6S,1,116.65,2.49,-1.7,0.427,0.426,0.599,0,3,0.152,-6.203,1,0.029,82.31,0.292,1
Brady Seals,"Another You, Another Me",3XA6fH5pqQSjTnH7xhCwsZ,1,107.69,2.71,-0.4,0.323,0.611,0.406,0,0,0.0841,-8.71,1,0.03,123.492,0.154,1
Robert Palmer,Tell Me I'm Not Dreaming,6dTRI60A0KGIH53ski2Waj,1,117.46,2.23,-2.1,0.286,0.577,0.703,8.98E-05,5,0.122,-10.975,1,0.0498,115.003,0.783,1
Carrie Underwood,Inside Your Heaven,25ry9EyyRsp1dDctlAclin,1,107.89,3.31,-0.4,0.123,0.38,0.596,1.46E-06,7,0.132,-3.469,1,0.0315,134.443,0.16,1
Alice Cooper,How You Gonna See Me Now,0spN4UlSI0X6YSYCWpSzgz,1,107.08,3.28,-0.1,0.458,0.544,0.336,3.48E-06,5,0.133,-14.413,1,0.038,136.516,0.298,1
Redbone,Come And Get Your Love,7GVUmCP00eSsqc4tzj1sDD,1,115.13,2.8,-1.2,0.172,0.731,0.804,0.00028,11,0.0685,-7.621,0,0.0473,107.383,0.957,1
Latimore,Let's Straighten It Out,3X3P8wgRL2wsLoPtVFO41d,1,106.57,3.09,0.2,0.272,0.773,0.45,0.00019,2,0.0907,-15.083,0,0.0484,79.715,0.889,1
Easton Corbin,Baby Be My Love Song,6WCqjXvMxAN2yP4dzeoyhF,1,106.26,2.96,0.3,0.0569,0.488,0.713,0,0,0.305,-6.148,1,0.0472,167.973,0.483,1
Engelbert Humperdinck,Goodbye My Friend,5jZ0ooFQg4qEobPNSJjomm,1,115.13,3.05,-1.2,0.548,0.474,0.32,0.00364,11,0.179,-20.721,0,0.0381,113.157,0.396,1
Dustin Lynch,Hell Of A Night,4x7Di9FZJXJoxHjLxjImmp,1,103.52,4.24,1.3,0.00472,0.499,0.797,0,2,0.297,-4.845,1,0.0402,85.054,0.591,1
Uncle Kracker,Follow Me,4KoecuyOpZaNFZ0UqVsllc,1,104.13,4.08,1.1,0.439,0.817,0.585,0,5,0.147,-4.688,1,0.0301,105.014,0.916,1
Bobby Womack,Fly Me To The Moon,5dPEN5o9yJSG7sa4J6qvc6,1,115.84,2.52,-1.4,0.26,0.559,0.601,0.0121,3,0.122,-9.528,1,0.0464,114.08,0.604,1
Shop Boyz,Party Like A Rockstar,07SajbxT3mMTKhbkGjVMBW,1,96.28,4.16,2,0.00495,0.656,0.92,0.00633,6,0.347,-4.133,0,0.0441,150.068,0.784,1
Jonas Brothers,S.O.S.,6sDP4912wjwB7BJhbSnjS1,1,99.63,3.31,0.8,0.000728,0.584,0.696,0,7,0.184,-3.836,1,0.0694,137.112,0.699,1
Mariah Carey,Obsessed,3IcIIZMMS7UArJJPtEHXG8,1,106.26,3.33,0.3,0.0465,0.742,0.468,0,10,0.826,-5.557,0,0.0625,86.443,0.369,1
Sheriff,When I'm With You,3RJof5CojqlbgZ5adHw50O,1,125.32,2.12,-3,0.274,0.248,0.324,0.00946,9,0.113,-10.878,1,0.03,135.786,0.122,1
Sam Harris,Sugar Don't Bite,1JeKf3GejlFeXlpaAfo2p0,1,108.8,2.83,-0.8,0.0487,0.833,0.816,6.98E-06,1,0.0442,-8.355,1,0.0297,120.71,0.974,1
Pleasure P,Boyfriend #2,3taIcgVjePRzkdz0ZmJbOi,1,105.55,3.32,0.5,0.0219,0.648,0.767,0,8,0.19,-5.052,1,0.0608,141.906,0.796,1
Barry White,I'm Gonna Love You Just A Little More Baby,1QR3Wcba5NBidmxEE8DW3w,1,116.65,2.2,-1.7,0.0111,0.606,0.486,0.00145,7,0.0757,-13.553,0,0.041,87.567,0.809,1
Poison,Unskinny Bop,1Z6lKdYhwp8WYoBqGCKxlM,1,106.37,3.17,0.2,0.0657,0.574,0.93,7.78E-06,1,0.108,-2.949,1,0.0413,92.303,0.69,1
Planet Soul,Set U Free,3lX3jXOthWEzahVB1JSC2D,1,117.06,2.43,-1.9,0.101,0.636,0.645,1.64E-05,6,0.0686,-11.64,1,0.0873,128.43,0.711,1
Jesse McCartney,Right Where You Want Me,58ZvuqZgeuZMCbpCsH9E76,1,104.44,3.97,1,0.00269,0.72,0.548,0.000118,4,0.0511,-4.805,0,0.0291,99.004,0.709,1
Aretha Franklin,Another Night,04lSEdjc0a6mszj94ZavmD,1,107.89,2.54,-0.4,0.137,0.673,0.678,0.000286,7,0.183,-9.094,1,0.0447,120.677,0.728,1
Justin Moore,If Heaven Wasn't So Far Away,0aW7CSfoMBKBzLE7VerHyn,1,114.72,3.08,-1,0.0434,0.374,0.657,0,11,0.219,-6.086,1,0.0325,74.234,0.376,1
Enrique Iglesias,Be With You,1lZ4j5WBURBwZ0M5TT46wP,1,116.55,2.24,-1.7,0.0359,0.69,0.871,0.000843,1,0.0347,-5.484,0,0.0329,121.984,0.561,1
Joe Cocker,With A Little Help From My Friends,0YZ3J8xzGwLOg4yEgST1YK,1,114.52,3.04,-0.9,0.288,0.307,0.43,0.000994,2,0.0988,-11.333,1,0.0629,145.224,0.305,1
Tom Clay,"What The World Needs Now Is Love/Abraham, Martin and John",706CvlhWdQi3hmCEas3iBN,1,97.6,3.84,1.5,0.937,0.402,0.58,0.00115,2,0.109,-9.841,0,0.4,94.161,0.522,1
Air Supply,Two Less Lonely People In The World,28dAkHMn5LZI85O1UxIu6C,1,106.37,3.04,0.2,0.753,0.392,0.464,0,4,0.286,-8.647,1,0.039,149.902,0.239,1
Donny Osmond,My Love Is A Fire,0pR67cDnsieEM5F0jTHdlP,1,116.65,2.89,-1.7,0.059,0.726,0.929,7.34E-05,0,0.687,-11.121,1,0.0622,115.393,0.43,1
Samantha Mumba,Gotta Tell You,7ccz9p1ErD6Kq5ZSQmyvLm,1,105.86,3.37,0.4,0.229,0.729,0.752,0,0,0.19,-4.478,0,0.028,110.007,0.792,1
Marvin Gaye,What's Going On,34b3a3Pz9Jlz0092LMyNAB,1,98.92,3.22,1,0.0991,0.265,0.824,0,1,0.359,-5.654,0,0.0991,203.206,0.811,1
Steve Miller,Take The Money And Run,1ZhrREyOOeFV6TxDOyiPwu,0,0,0,0,0.0552,0.565,0.645,2.84E-06,0,0.151,-12.923,1,0.0484,99.3,0.836,1
AC/DC,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,1,105.66,3.4,0.5,0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,0.755,1
Drake,Over,6BdgtqiV3oXNqBikezwdvC,1,104.74,3.95,0.9,0.0107,0.35,0.845,0,7,0.123,-5.614,1,0.2,99.643,0.45,1
Jim Capaldi,That's Love,7aTfIaQwcqw7XCEkxxCX4z,1,108.5,2.55,-0.7,0.82,0.701,0.687,0.575,3,0.178,-7.41,1,0.0655,120.814,0.744,1
Shania Twain,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,1,99.94,2.86,0.6,0.581,0.657,0.639,0,10,0.278,-7.527,1,0.0412,124.882,0.674,1
Sweet,Love Is Like Oxygen,58gcsPyG1xsD4uNtDiMC4c,1,116.75,2.16,-1.8,0.242,0.567,0.455,2.79E-06,9,0.118,-9.896,0,0.0479,123.416,0.58,1
Lindsay Lohan,Confessions Of A Broken Heart (Daughter To Father),0x7663BmBYv7m1ejUzXHfd,1,109.21,1.95,-1,0.0254,0.574,0.721,0,8,0.0952,-4.312,0,0.0335,120.033,0.159,1
John Mayer,Bigger Than My Body,0Jh9EBGN205Yc7JN2zZ2f1,1,108.19,2.36,-0.6,0.0121,0.607,0.936,0.0418,4,0.309,-3.071,1,0.033,117.303,0.517,1
Poni-Tails,Born Too Late,03KwhcAZrvwzR7p4TKqaMG,1,115.54,2.64,-1.3,0.511,0.501,0.516,0.0505,4,0.086,-3.652,1,0.0256,84.984,0.87,1
Linear,T.L.C.,4GAVNn7t8xjkFB2OoB1lg9,1,114.93,3.26,-1.1,0.000372,0.252,0.821,0.635,4,0.204,-6.916,1,0.0346,86.312,0.452,1
Jody Watley,Real Love,0vbbwEUSkZf3oA1dLlIoFL,1,106.97,3.01,0,0.00241,0.7,0.727,0.00131,7,0.0267,-8.341,1,0.0737,109.165,0.704,1
Blink-182,I Miss You,1oTo3ijRbaDAtrjJrGAPSw,1,107.58,2.76,-0.3,0.00103,0.664,0.781,5.33E-06,11,0.0867,-6.547,1,0.0339,110,0.593,1
Morgan Evans,Kiss Somebody,4f3fb3alVLFc8Ga4ncpg7x,1,104.54,3.73,0.9,0.136,0.57,0.684,0,6,0.205,-7.054,1,0.0465,89.012,0.531,1
Rodney Atkins,Watching You,5OusUgzHz6Ulb3GZT7WUo5,1,104.74,3.56,0.9,0.105,0.625,0.848,0,2,0.23,-4.008,1,0.0314,137.993,0.716,1
Total,Kissin' You,1e5DTpM1WeggytDXbphivX,1,115.33,2.72,-1.2,0.302,0.746,0.493,0.00957,11,0.109,-9.427,0,0.0997,82.04,0.878,1
Justin Timberlake,Rock Your Body,1AWQoqb9bSvzTjaLralEkT,1,116.35,2.62,-1.6,0.202,0.891,0.714,0.000234,4,0.0521,-6.055,0,0.14,100.972,0.818,1
Keith Urban,Only You Can Love Me This Way,1ddEJFVOCOjNqh19FTQAsX,1,107.38,2.78,-0.3,0.457,0.566,0.429,3.38E-05,2,0.173,-9.478,1,0.0286,147.957,0.325,1
Aaron Tippin,Kiss This,038jgLNIvp7QQNf5vILf5d,1,115.23,3.12,-1.2,0.047,0.765,0.706,4.25E-06,6,0.36,-5.477,0,0.026,116.02,0.669,1
Rihanna,Pour It Up,76VtA90NKurNqaQpV126Ue,1,106.67,2.8,0.1,0.0254,0.785,0.478,0,2,0.0901,-8.735,1,0.0419,134.002,0.39,1
Janet Jackson,Runaway,6ayyzu6smOchwXO1vxwfn6,1,115.03,3.27,-1.1,0.364,0.787,0.86,0.041,1,0.0612,-4.974,1,0.0344,109.154,0.862,1
Meat Loaf,I'd Lie For You (And That's The Truth),1FeChgMIl4gmwtPMKCj9pV,1,113.3,3.52,-0.5,0.556,0.409,0.626,0,2,0.415,-8.032,1,0.0363,170.949,0.305,1
The McCoys,Up And Down,0o4pKAWsrM8YKfkCC5Xjxy,1,116.15,2.4,-1.5,0.262,0.647,0.435,0,2,0.249,-11.186,1,0.0376,132.401,0.941,1
"Migos, Nicki Minaj & Cardi B",MotorSport,7GVx8lFtqehAM4v9mrPqON,1,97.5,3.57,1.6,0.199,0.78,0.303,0.167,2,0.305,-12.819,1,0.0327,137.985,0.581,1
P!nk,Who Knew,2hns6Dv29Yrg68AVTJiAyA,1,115.54,2.98,-1.3,0.00462,0.688,0.734,0,9,0.0756,-4.569,1,0.0274,140.004,0.46,1
Leo Sayer,More Than I Can Say,3RJ81z1sPLeWEFuCfGaCLC,1,114.42,3.08,-0.9,0.198,0.728,0.511,0.00052,10,0.322,-11.178,1,0.0233,96.406,0.714,1
The Boomtown Rats,I Don't Like Mondays,7JFoeg0arawADjGcz9gBnq,1,107.69,2.68,-0.4,0.717,0.464,0.46,0,11,0.151,-6.874,1,0.0393,143.603,0.476,1
The Brothers Johnson,Get The Funk Out Ma Face,00PLtXXER1XcTRZvs3LioS,1,116.75,2.31,-1.8,0.292,0.88,0.57,0.0388,2,0.0674,-13.145,1,0.0821,106.034,0.791,1
Musiq Soulchild,Buddy,0447V6bjlw5ERYGu3BEBnB,1,105.66,3.95,0.5,0.0534,0.735,0.839,0,6,0.0942,-4.705,0,0.271,89.942,0.834,1
David Ball,Riding With Private Malone,4yym5ZJXwvg03d4kyhLVZO,1,102.71,4.62,1.6,0.405,0.648,0.527,0,4,0.0978,-8.862,1,0.0515,93.93,0.515,1
Kid Frost,La Raza,3zCg6CUmhxHukbUs0nd7ar,1,97.7,4.33,1.5,0.0406,0.801,0.529,0.000609,1,0.0936,-14.875,1,0.0962,106.965,0.721,1
Madonna,You'll See,0Fb8sdyNluLawg08N1zs48,1,107.48,2.48,-0.3,0.479,0.601,0.545,0.000224,4,0.0975,-9.972,0,0.0311,89.79,0.234,1
Pitbull,I Know You Want Me (Calle Ocho),13plQdOoWSSXPRUSZc5FuM,1,107.58,3.01,-0.3,0.0152,0.817,0.733,4.31E-05,2,0.107,-6.009,1,0.145,127.056,0.833,1
The Fendermen,Mule Skinner Blues,5KPCpGCjdjvXdsXy89AQSQ,1,116.75,2.16,-1.8,0.814,0.51,0.592,0,4,0.0933,-6.387,1,0.0384,128.876,0.545,1
En Vogue,"Give It Up, Turn It Loose",61vIGLnOsYaydUUKfJ9XC5,1,107.89,3.08,-0.4,0.19,0.836,0.58,0.000271,1,0.0379,-8.778,1,0.0692,93.015,0.939,1
Al Stewart,On The Border,4VzweaqBuc7LT6yluAt5Ol,1,105.55,3.5,0.5,0.0813,0.5,0.664,9.60E-06,6,0.0804,-10.935,0,0.0332,98.058,0.62,1
Marvin Gaye,Too Busy Thinking About My Baby,0EQCaQzKJVCXkwSiQZUVHP,1,115.33,2.72,-1.2,0.115,0.751,0.385,0,6,0.069,-11.716,1,0.0349,117.748,0.862,1
Backstreet Boys,Quit Playing Games (With My Heart),1nRwyxNsqCLeA17qR8Nfxx,1,107.38,2.73,-0.3,0.0615,0.8,0.875,2.79E-06,11,0.13,-4.952,0,0.0338,100.033,0.882,1
Kajagoogoo,Hang On Now,6BCVKcZhk5M1mHBvfOrDUK,1,115.64,2.79,-1.4,0.323,0.593,0.59,0.000114,11,0.0721,-12.461,0,0.0401,120.298,0.772,1
Jackie DeShannon,Don't Let The Flame Burn Out,4stniPOUZcQh9weswCI17n,1,108.29,2.16,-0.6,0.137,0.678,0.528,9.26E-06,9,0.103,-14.542,1,0.0293,127.982,0.895,1
Lindisfarne,Run For Home,6JoQg3P42ngcpyBNoTFWPC,1,105.35,3.62,0.6,0.0282,0.577,0.48,0,7,0.106,-9.434,1,0.0266,131.554,0.559,1
Monica,Knock Knock,6Ln2tBK4EnNtMLtYyAZhr7,1,106.26,3.2,0.3,0.414,0.777,0.588,4.79E-05,10,0.146,-8.651,1,0.373,88.915,0.54,1
Andy Williams,Can't Get Used To Losing You,41zpWL98BsYKP5nvtdTM5z,1,114.83,2.92,-1,0.914,0.413,0.164,1.40E-05,0,0.0883,-14.579,1,0.0378,183.178,0.845,1
Lulu,Oh Me Oh My (I'm A Fool For You Baby),0ds9FJOCQjZa4sgTRgXujQ,1,115.54,2.88,-1.3,0.703,0.372,0.405,0,10,0.481,-9.461,1,0.0339,76.741,0.626,1
Qkumba Zoo,The Child (Inside),41NMHDlXO1qeo8YYxcQDHU,1,117.46,1.88,-2.1,0.185,0.694,0.923,0.00187,4,0.318,-7.428,1,0.0382,127.144,0.849,1
Buddy Greco,Mr. Lonely,0MpZSu8U7wZHKG2HNXoT45,1,115.94,2.48,-1.5,0.895,0.436,0.311,0.0111,5,0.21,-16.424,1,0.0294,94.711,0.56,1
Bryan Adams,(Everything I Do) I Do It For You,6eBK3edMW7bEzecF1eCezc,1,125.92,2.03,-3.2,0.0775,0.526,0.365,1.35E-05,1,0.0618,-12.605,1,0.028,131.253,0.253,1
The Smashing Pumpkins,1979,5QLHGv0DfpeXLNFo7SFEy1,1,108.4,2.12,-0.6,0.0163,0.767,0.787,0.583,3,0.0513,-9.897,1,0.0331,126.879,0.964,1
Bell Biv DeVoe,Do Me!,3an1aoJKoBXJKoIfdDbVwf,1,116.45,2.59,-1.7,0.134,0.716,0.772,2.15E-06,10,0.35,-6.816,0,0.037,107.823,0.671,1
Brandy,Right Here (Departed),06G1SCVVYRSDCFGMSnDvpv,1,115.54,2.96,-1.3,0.256,0.568,0.682,0,8,0.231,-5.781,1,0.0439,92.99,0.366,1
R. Kelly,When A Woman's Fed Up,015A6ZcNAWSSuwY7iDcD1b,1,115.43,2.68,-1.3,0.467,0.682,0.579,2.21E-06,2,0.0952,-6.526,0,0.101,76.915,0.712,1
UB40,Here I Am (Come And Take Me),6YR2MkzMhojHBmW1TbXtZO,1,115.03,3.01,-1.1,0.0975,0.802,0.621,0.0256,5,0.0627,-7.932,0,0.0377,95.906,0.81,1
Rick Springfield,I've Done Everything For You,2L51ByCm8ugVheFc8UklzS,1,107.48,2.75,-0.3,0.0228,0.594,0.898,0,4,0.0627,-4.796,1,0.0452,161.512,0.808,1
Lee Brice,Hard To Love,6E9V9TRlVOLjenGjHemzEH,1,103.52,4.44,1.3,0.0119,0.638,0.722,0.00808,9,0.189,-6.177,1,0.0332,103.017,0.469,1
Brenda Lee,Sweet Nothin's,4ZiDhG5Ift5I6reAEOBBec,1,99.73,2.2,0.7,0.642,0.778,0.413,0.00104,5,0.148,-10.551,1,0.0514,125.235,0.961,1
The Police,Roxanne,3EYOJ48Et32uATr9ZmLnAo,1,109.45,5.04,1.1,0.0384,0.618,0.748,4.10E-06,0,0.0473,-8.905,1,0.358,134.114,0.663,1
Carpenters,Yesterday Once More,3wM6RTAnF7IQpMFd7b9ZcL,1,106.67,3.16,0.1,0.672,0.254,0.38,0,4,0.379,-13.806,1,0.0337,168.496,0.408,1
Tory Lanez,Luv,16Ah4QqH4mgYVXqfC4mdSd,1,113.1,3.6,-0.4,0.0108,0.539,0.528,0,11,0.117,-8.113,0,0.252,190.169,0.252,1
Brook Benton,This Time Of The Year,5pV0BHdDqxKnBrxPxjnS10,1,117.26,2.37,-2,0.854,0.255,0.263,0.000393,7,0.209,-10.093,1,0.0328,85.008,0.124,1
The Yardbirds,Over Under Sideways Down,07KYQySlrmE94gaLbhvp4X,1,107.08,3.35,-0.1,0.292,0.529,0.861,0.225,11,0.314,-10.581,1,0.0784,96.52,0.387,1
Carpenters,Those Good Old Dreams,4WVl3or8Xtnvv4XfSqAVNY,1,105.05,4.13,0.7,0.628,0.539,0.451,0.000167,6,0.0565,-14.272,1,0.0376,92.396,0.531,1
Joe Tex,I Believe I'm Gonna Make It,4Tn0B9HGfhYT9rq6uKdDjp,1,107.48,2.64,-0.3,0.246,0.519,0.545,0,0,0.258,-9.557,1,0.0353,97.299,0.669,1
George Michael,Too Funky,4KjPPpRbthW8dSNdisR2Wi,1,115.74,2.56,-1.4,0.0211,0.659,0.893,0.308,1,0.72,-8.324,1,0.076,98.262,0.756,1
Denise LaSalle,Trapped By A Thing Called Love,4hSrsPJxHOrGTD6I3HcCRe,1,104.34,3.72,1,0.119,0.719,0.486,3.19E-05,5,0.0718,-9.489,0,0.0538,141.515,0.824,1
Herb Alpert,Keep Your Eye On Me,5VfDzABjNv0hPYAgqWvXn8,1,120.55,4,-1.2,0.00155,0.799,0.74,0.634,1,0.317,-11.582,1,0.0583,114.623,0.642,1
J.J. Jackson,But It's Alright,1ZUJZkV29qWIF4jst1brN3,1,125.92,1.88,-3.2,0.628,0.638,0.652,0.000606,1,0.283,-7.719,0,0.0288,115.918,0.962,1
Shannon,Give Me Tonight,4KhOfYSg4ULCbTjCLj3EB2,1,116.55,2.38,-1.7,0.0199,0.697,0.979,0.0127,9,0.317,-7.262,0,0.0538,119.083,0.583,1
Bruno Mars,Treasure,55h7vJchibLdUkxdlX3fK7,1,105.66,3.2,0.5,0.0412,0.874,0.692,7.24E-05,5,0.324,-5.28,0,0.0431,116.017,0.937,1
"Crosby, Stills & Nash",Fair Game,3xYaDMMS4PnZRoi6JYll8w,1,105.76,4.04,0.5,0.345,0.68,0.574,0.00157,7,0.14,-16.65,1,0.0938,86.562,0.749,1
Steve Winwood,While You See A Chance,4JAFyW6oZV6DIADeV619QG,1,115.84,2.52,-1.4,0.36,0.602,0.732,0.000314,2,0.0755,-8.29,1,0.0282,129.355,0.411,1
Joe Cocker,When The Night Comes,2HM42m9OHA1kEHbB5j7rDk,1,114.52,3.16,-0.9,0.111,0.535,0.63,0.000297,1,0.3,-9.776,1,0.028,82.003,0.454,1
Bryan Adams,Do I Have To Say The Words?,2jstyP5wqWuPfH8GCRUrwr,1,99.23,2.4,0.9,0.0821,0.505,0.585,2.57E-06,7,0.161,-9.412,1,0.0289,128.051,0.47,1
Steve Perry,Foolish Heart,4mxkQkZSX1BWgIYh5Q2Jt9,1,100.24,2,0.5,0.281,0.644,0.58,0,11,0.0652,-6.819,1,0.0226,96.475,0.591,1
Khalid,Better,6zeeWid2sgw4lap2jV61PZ,1,106.06,3.04,0.4,0.0765,0.596,0.552,0.334,0,0.104,-10.278,0,0.097,97.949,0.112,1
Ohio Players,Love Rollercoaster,1hRDHWWealh2Pk3fnpIe75,1,115.23,2.93,-1.2,0.181,0.613,0.82,1.45E-06,0,0.049,-10.175,1,0.0737,115.125,0.465,1
Aaron Tippin,For You I Will,0A9UuGGkuYnRy9JqMBSAWb,1,106.67,3.51,0.1,0.137,0.652,0.561,0.00309,1,0.12,-7.271,1,0.0247,107.747,0.385,1
Smokey Robinson,The Agony And The Ecstasy,5tJtbMylDCdtsQf4R02qer,1,105.76,3.76,0.5,0.681,0.495,0.361,5.06E-05,2,0.12,-10.841,1,0.0341,139.156,0.425,1
Marvin Gaye,You Sure Love To Ball,4hP5QCyKWJqB9YfjE3T2Ug,1,97.91,2.92,1.4,0.304,0.471,0.461,0.000199,0,0.244,-14.936,1,0.0349,84.361,0.788,1
